id	text	hook	duration_seconds	word_count	creator	hook_type	script_archetype	parasocial_levers	quality_score
607	bush movement. personally, i don't have one because i have a tattoo instead, but when there wasn't one, best believe there was a bush. there was a bush. um, anyways, i also think that men need to grow back their bushes, because why are you bushless? put it fucking back. i don't like looking at a bald thing. like, put the bush back.	bush movement.	24	63	unknown	bold_statement	thirst_commentary	direct_address	0.6
608	Someone asked me why I hated getting head so much and the reason is because when I was 16 I was dating this like 20 year old guy. We're not gonna talk about that. Okay, um But everyone in my school was talking about getting head and I was like, I've never experienced that like I was really inexperienced back then I was like, oh, maybe I should you know ask my boyfriend to try this with me and I asked him he was like no and he just like I'd only asked him like One other time so like two times in the five years that I was with him And he just like said no and so I just thought something was wrong with me like I genuinely believe that something was wrong with me and so I Just like never got it and then I just felt really really insecure about it and every time someone would give me head I would like cry because I just Felt so uncomfortable and then when I started to feel comfortable, like it just wasn't good But now I don't hate it anymore Because I actually like date men that you know like to pleasure women	Someone asked me why I hated getting head so much and the reason is	55	206	unknown	bold_statement	thirst_commentary	sexual_tension|direct_address	0.6
609	you're a beta-ass male, i need you to know that a beta male focuses on only the way that he looks and how he is perceived by his other male friends he doesn't compliment women because he thinks they need to be humbled okay, or he thinks that she's so pretty, she probably gets compliments somewhere else ew a beta man doesn't believe that simping is something he should do even if it's with the woman that he fucking claims he loves so much a beta male doesn't know when his friends are giving him bad advice because he doesn't have the cognitive ability to formulate his own fucking thoughts a beta male will disrespect the woman that is there for him to impress his fucking friends an alpha male is someone who thinks for himself and unintentionally makes other people around him want to be better versions of themselves you're not a fucking alpha, beta-ass bitch	you're a beta-ass male, i need you to know that	54	157	unknown	bold_statement	fantasy_desire	direct_address	0.5
610	You know what fucking sucks is that all of these like OF girls are making so much fucking money and they're buying houses They're fucking spending thousands on like costumes and shit like that and I'm over here like struggling I'm over here struggling like being a modest woman, you know being Respecting my man	You know what fucking sucks is that all of these	25	55	unknown	bold_statement	thirst_commentary	sexual_tension|direct_address	0.7
611	Claiming that I'm closeted is crazy. There is video evidence proving against that. Okay, I've eaten a lot of cooch online for everyone to see, okay? And also, I would never speak to a woman like that. That's insane. Men like it. Women don't. I'm very nice to women and I'm a little mean to men because they enjoy it. Dumbass.	Claiming that I'm closeted is crazy.	23	61	unknown	bold_statement	thirst_commentary		0.6
612	I'm a bad little bitch and I'm snipped like a Barbie hips, lips, ass and a cardi, I'm his favorite motherfucker. Hello motherfucker, motherfucker, motherfucker, motherfucker, motherfucker.	I'm a bad little bitch and I'm snipped like a	13	27	unknown	bold_statement	thirst_commentary		0.7
613	you're right i was fishing for those fat men but i wasn't lying okay my last two boyfriends big biceps and a belly okay and a big belly all right so shut up just because you don't like something doesn't mean someone else wouldn't stop protecting okay just because you might be fat and you don't think you're attractive doesn't mean someone else won't find you attractive shut up your insecurity is going to ruin all of your relationships so leave me and my fat boys alone i don't have a boyfriend anymore but i really do miss blowing raspberries on the tummy and shaking and going oh my god oh my god calm down shut up	you're right i was fishing for those fat men but	45	117	unknown	bold_statement	thirst_commentary	direct_address	0.5
614	i went on a date last night, and i thought it went really well but he didn't text me this morning, and he always texts me okay, we have been talking for like two weeks and he always texts me in the morning he says, good morning, hope you have a nice day, whatever and so i call him, and i'm like, do you wanna go to this coffee shop that we were talking about? and he was like, do you- you wanna see me? and i said, yeah, that's why i'm fucking calling you why else would i be fucking calling you? the hell? and he goes, okay, well, um you slammed the door in my face last night, told me to never talk to you again, and called me a bitch and i said, i was just flirting with you he goes, maria, what the fuck? and i- and i said, you know what, man, you can't take a fucking joke whatever, and i hung up on him he calls me back and he's like, i'm confused, do you wanna see me, yes or no? and i said, are you dumb? duh, i wanna see you, i invited you to go get coffee on me! i will never pay for anyone's coffee unless i didn't enjoy their fucking company don't be stupid, are you coming? i'll meet you there, and i hung up, and he texts me, he's like, i'll be there in ten	i went on a date last night, and i thought	59	246	unknown	bold_statement	thirst_commentary	direct_address	0.5
615	I would rather shove seven Dragon Balls up my fucking ass, no lube, than ever speak to that man again, okay?	I would rather shove seven Dragon Balls up my fucking ass, no lube, than ever speak to that man again, okay?	12	21	unknown	bold_statement	thirst_commentary		0.7
616	A few years ago, okay, I was filming this video for this girl, okay, the guy was like fucking her and he said he could feel that she was about to squirt, so he came out and then he started finger-blasting her, right, and I'm with the camera, I'm like, I had to dodge that shit real quick, anyways, but then the entire time I was like, damn, how does she fucking do that shit, and then I asked all the other girls, I was like, how do you guys do that, and they're like, I don't know, it just kind of happens, and I was like, what the fuck, how do you, how, you know, and they were kind of explaining it, like the guy, the guy who was like fucking her, he was kind of explaining it a little bit, but like, whatever, I couldn't figure the fuck out, anyway, anyways, I'm jealous, moral of the story is, I'm fucking jealous that everybody can do it, but I can't, and then I saw this video of Johnny Sins like years ago, he's obviously playing a doctor, you know, and there's a patient on his table, and he's like, you know, she's squirting me, and she's like a fucking fire hose, okay, I'm talking pressure, and he's like fucking drinking it, and that's how I remember it, it was years ago, I haven't seen the video since, but like, help me,	A few years ago, okay	57	242	unknown	storytime	storytime	direct_address	0.5
617	You, man, you want to know how to drive a woman crazy? Man, listen to woman who's professional, okay? Chair. Man, sit naked and hard, okay? You must have a woman with you, though. Man, sit naked, hard. Woman, sit naked on top, okay? Facing away from man, facing the mirror. Woman places feet on knees of man. Man hands. One hand underneath, holding woman leg. Other hand above. Jerking it, rubbing it, okay? At the same time, okay? Now, while you're doing this, again, we're in the mirror. Tell her, look at how pretty you are. Look at how good you look. Moan. Do it. I promise, man is successful.	You, man, you want to know how to drive a woman crazy?	58	111	unknown	bold_statement	fantasy_desire	dominance|sexual_tension|direct_address	0.7
618	I was not expecting latex to be so comfortable, like, it genuinely, oh that's, this is the first time I've ever worn anything latex and I am not at all disappointed, like, ah, she's, oh my god, hold on. Excuse me, hello? I'm obsessed.	I was not expecting latex to be so comfortable, like,	32	44	unknown	bold_statement	thirst_commentary		0.5
